ebm Rew Mean,ebm Rew Std,ebm Rew Max,ebm Rew Min,Reward Scale,QF1 Loss,QF2 Loss,VF Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q1 Predictions Min,Q2 Predictions Mean,Q2 Predictions Std,Q2 Predictions Max,Q2 Predictions Min,V Predictions Mean,V Predictions Std,V Predictions Max,V Predictions Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min,Test Rewards Mean,Test Rewards Std,Test Rewards Max,Test Rewards Min,Test Returns Mean,Test Returns Std,Test Returns Max,Test Returns Min,Test Actions Mean,Test Actions Std,Test Actions Max,Test Actions Min,Test Ep. Len. Mean,Test Ep. Len. Std,Test Ep. Len. Max,Test Ep. Len. Min,Num Paths,Exploration Rewards Mean,Exploration Rewards Std,Exploration Rewards Max,Exploration Rewards Min,Exploration Returns Mean,Exploration Returns Std,Exploration Returns Max,Exploration Returns Min,Exploration Actions Mean,Exploration Actions Std,Exploration Actions Max,Exploration Actions Min,Exploration Ep. Len. Mean,Exploration Ep. Len. Std,Exploration Ep. Len. Max,Exploration Ep. Len. Min,AverageReturn,Number of train calls total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
-0.010289197,0.112787925,0.049999997,-1.4236368,10.0,4.4677896,2.4685335,5.054079,252.08711,-250.33554,15.790188,-189.7658,-277.00443,-251.58006,15.925005,-188.63403,-280.08002,-255.04584,15.735895,-194.39047,-283.6694,0.4457682,0.8566632,2.6516874,-2.0790899,0.08943605,0.38019207,0.96933895,-1.2919948,-0.49022388,0.21089995,-0.19555175,-1.5190933,1.019889779734777,0.04835738235707946,1.2993684648474013,0.999813098470042,1019.889779734777,0.5860616184077885,1020.8424219446231,1019.0643746896782,0.13151647,0.22064304,0.6582624,-0.32473254,1000.0,0.0,1000,1000,100,1.0334652452421094,0.1716435523113425,1.8918439615148652,0.39625602213911015,1033.4652452421092,5.312247762543833,1046.8056301356619,1021.1642606355882,0.07489299,0.5478067,0.9989384,-0.9981619,1000.0,0.0,1000,1000,1019.889779734777,1096,1100000,1100,258.65517505584285,29.85827027913183,204.03746477654204,492.5509101115167,5356.209955535363,10
-0.005526853,0.098554716,0.05,-1.0473845,10.0,3.793543,1.4479802,3.2724774,207.71162,-205.32768,9.751375,-170.99814,-226.63208,-207.3065,9.77059,-172.19987,-227.89232,-210.11392,9.7382145,-176.6358,-231.41966,0.38514268,0.91467845,2.9154978,-2.8871732,0.12073187,0.40334707,1.1653557,-1.2010722,-0.4240917,0.16102481,-0.1877757,-1.1783855,1.0175690536706152,0.05024098005027764,1.36940268164254,0.999902207870317,1017.5690536706152,0.34920014876516464,1018.3131581998603,1016.7598466686713,0.09129602,0.16312805,0.6038754,-0.31164917,1000.0,0.0,1000,1000,100,1.0259560689695553,0.16292606708393872,1.7612525794199003,0.3448586149815735,1025.9560689695554,4.498403583213666,1036.3129255241017,1015.752252521231,0.08321628,0.55117303,0.9984749,-0.9993089,1000.0,0.0,1000,1000,1017.5690536706152,1196,1200000,1200,260.08868710743263,29.46593853458762,208.5622805831954,498.11690622521564,5855.376732795499,11
-0.008684238,0.11188373,0.04999997,-1.5229172,10.0,10.828534,17.941935,43.970318,173.79535,-173.6269,6.8429246,-147.62325,-190.60173,-172.25432,6.826615,-145.22739,-189.73386,-183.09871,7.0004034,-154.69397,-200.16563,0.2702973,0.9387203,2.5717983,-4.3002615,0.056304336,0.38775665,0.95561594,-1.2463816,-0.40427288,0.14913426,-0.15341714,-0.98842293,1.0126803215473597,0.04109469101231598,1.3622904990587237,0.9999252073225599,1012.6803215473594,0.6251337498930714,1013.9093727271496,1011.5583327552011,0.08259568,0.141212,0.5392494,-0.29917192,1000.0,0.0,1000,1000,100,1.020620903669846,0.17414273414452125,2.46650689542109,0.318523734575046,1020.620903669846,5.276099118703495,1044.0458372600253,1004.9571634482727,0.08265582,0.55317163,1.0,-0.99999034,1000.0,0.0,1000,1000,1012.6803215473594,1296,1300000,1300,255.91804596362635,30.466700457967818,194.42076955968514,480.8055159812793,6332.589549027849,12
-0.0038625041,0.10380904,0.05,-1.3255249,10.0,8.576428,9.822109,28.198421,156.42978,-155.61743,6.0254307,-136.37944,-166.85216,-155.92355,6.0694275,-137.1822,-167.55556,-148.98476,6.1995583,-129.18985,-163.36296,0.2994969,0.8057296,2.4266572,-3.1906292,0.09870371,0.36469424,1.0211035,-1.2489475,-0.38827178,0.13709936,-0.1292083,-0.9138676,1.0178786191861384,0.06932636699496729,1.5497755547868486,0.9993451098037057,1017.8786191861385,0.5240245174948911,1018.8276820136687,1016.9573629545567,0.06889694,0.13474233,0.52399933,-0.35464603,1000.0,0.0,1000,1000,100,1.019568408503517,0.19012270612508192,1.8164992292676672,0.12633855993836843,1019.5684085035169,5.779700500294414,1031.4760840901045,1006.4853472306451,0.083742015,0.5571687,0.9992396,-0.99808365,1000.0,0.0,1000,1000,1017.8786191861385,1396,1400000,1400,258.76071685086936,26.87921428307891,202.96591480681673,488.605845940765,6825.213399081025,13
-0.006456461,0.111513145,0.049999963,-1.5196488,10.0,1.7065938,2.5018415,0.19282731,147.29572,-147.08246,5.2376842,-130.86908,-158.79901,-144.10294,5.218363,-127.68491,-157.02267,-147.48236,5.159306,-132.24895,-160.89201,0.28010637,0.745919,2.5051348,-1.9414362,0.109983124,0.3652365,1.05865,-1.1462615,-0.37334952,0.12547645,-0.116655216,-0.91145366,1.018192392976661,0.06005576508881036,1.5155679015108072,0.9998156565835579,1018.192392976661,0.6335201219355175,1019.3813638519168,1016.8028865488777,0.0724152,0.13842629,0.5012944,-0.33591107,1000.0,0.0,1000,1000,100,1.0238337028506521,0.194663881916296,1.872888147169221,0.18818354721319192,1023.833702850652,5.03690563812148,1036.926841959481,1009.0185521426556,0.0698183,0.5586554,0.9984762,-0.99952585,1000.0,0.0,1000,1000,1018.192392976661,1496,1500000,1500,249.66552466340363,30.894593197852373,187.21204381342977,467.7721616746858,7292.17967429338,14
-0.0054435665,0.116846256,0.049999982,-1.8834374,10.0,0.76455903,0.97057647,0.3143372,135.19423,-134.91309,4.584027,-119.31407,-150.23842,-134.47318,4.5997,-119.063866,-149.67476,-135.754,4.620405,-120.57384,-151.27327,0.27929538,0.7003206,1.9906015,-2.3651884,0.091897964,0.3619041,0.95136565,-1.2092406,-0.3589593,0.11867915,-0.13395277,-0.8030013,1.0346194846738475,0.09108470158754195,1.6054935610077548,0.9999397009146702,1034.6194846738474,0.636031577445788,1035.7442595315858,1033.4749733891695,0.04685724,0.13768622,0.535354,-0.34620625,1000.0,0.0,1000,1000,100,1.0324966638863498,0.197029574426775,1.9174771373698316,0.16650571021509497,1032.4966638863496,6.106603849172097,1050.2824626947724,1012.9346041785049,0.059812512,0.5621673,0.9989786,-0.99837863,1000.0,0.0,1000,1000,1034.6194846738474,1596,1600000,1600,252.46740177087486,30.089748343918473,192.98940715799108,475.5465572727844,7766.8192233010195,15
-0.029835073,0.24601285,0.05,-9.744226,10.0,3.7583325,1.5674701,6.064046,139.24677,-139.0849,3.9525673,-121.585014,-152.20699,-137.91397,3.8942266,-119.56015,-148.17667,-135.83582,3.9020276,-116.57318,-144.05383,0.16072229,0.7763663,2.145687,-3.8368368,0.07260915,0.35481036,1.1468481,-1.3073481,-0.34966817,0.1248361,-0.13333341,-0.82313657,1.0425661855034438,0.10997827588662443,1.5066157428583609,0.9978361619457801,1042.5661855034439,0.5790582807428886,1043.4241019647466,1041.2365451263406,0.068705715,0.18392426,0.55074835,-0.1577345,1000.0,0.0,1000,1000,100,1.0524638439119125,0.20412442401871403,2.9293820310532883,0.21907243936385623,1052.4638439119121,25.286114102462264,1215.9198096177051,1001.0047735877744,0.02662146,0.559806,1.0,-0.99999994,1000.0,0.0,1000,1000,1042.5661855034439,1696,1700000,1700,260.5767810354009,29.190219890791923,207.14846889860928,496.91546982480213,8263.546578961425,16
-0.015264586,0.15515728,0.05,-1.4433694,10.0,68.978386,65.757225,11.558609,134.91444,-134.58893,141.25514,-102.94725,-2384.4465,-135.062,142.32652,-102.78979,-2401.7683,-135.06412,130.8588,-103.681885,-2218.048,0.47522026,0.9133412,7.064172,-2.1276228,-0.018668456,0.43397868,2.0152984,-2.29263,-0.41539583,0.18741713,-0.13699141,-1.4127114,1.0487393067006472,0.15588261560309077,1.9316283259924358,0.9998282762701249,1048.7393067006478,0.6957663865991356,1049.935903203447,1047.0803354775107,0.08893912,0.22624071,0.7566778,-0.273896,1000.0,0.0,1000,1000,100,1.0516783160944558,0.20668201227939684,3.116152872843238,-1.7109385306236813,1051.6783160944558,40.14902638904088,1241.5505102772454,864.4737456755097,0.08935167,0.5288368,1.0,-1.0,1000.0,0.0,1000,1000,1048.7393067006478,1796,1800000,1800,260.8896057968959,29.045030045788735,202.3017731742002,492.23640901688486,8758.287865852006,17
-0.03334542,0.20305341,0.05,-2.0751653,10.0,10.285135,5.945079,17.432869,135.77907,-133.64334,8.912191,-93.54475,-149.64671,-134.94023,9.030594,-95.318275,-156.07697,-141.60043,9.046235,-100.62884,-157.23962,0.7261565,0.88450104,3.2678185,-3.183651,0.12265309,0.36779594,1.2980114,-1.0053272,-0.683687,0.22883688,-0.3450615,-1.267185,1.0436429754247487,0.1240834704672169,1.7721104595474033,0.9618719084346413,1043.6429754247488,0.6309707536326696,1044.7649739060444,1042.508065009634,-0.04947705,0.06721538,0.85338914,-0.63934267,1000.0,0.0,1000,1000,100,1.061917368888239,0.22629172424244465,2.869539888733244,0.20927123816413157,1061.9173688882388,33.58521949831266,1208.541680733238,1036.356872549754,0.012310895,0.52402043,0.99999994,-0.9996322,1000.0,0.0,1000,1000,1043.6429754247488,1896,1900000,1900,259.1254443866201,31.503399729263037,194.10734024411067,484.7361843599938,9239.915564520285,18
-0.01555913,0.1540573,0.049999814,-1.9658952,10.0,3.5594256,5.079756,5.7614803,142.96341,-141.62454,10.03404,-100.27178,-159.18129,-142.3208,10.180396,-101.14766,-160.27705,-139.87491,9.921607,-99.9348,-161.41016,0.5978024,0.94941187,4.429471,-4.0576444,-0.027296804,0.37874308,1.8767847,-1.0756292,-0.54677504,0.22210924,-0.23354578,-1.3603826,1.0456373645801338,0.13524567067091098,1.7271272911588889,0.9999100512891587,1045.6373645801336,0.6094380858604718,1046.7443226787257,1044.5128522822436,0.049969252,0.16658409,0.55919117,-0.22436427,1000.0,0.0,1000,1000,100,1.0547585468271892,0.22662046218155021,2.416763652143141,0.18039177708011803,1054.758546827189,14.590202749325156,1180.7371931018665,1025.582997962595,-0.00710483,0.54804367,1.0,-0.9999959,1000.0,0.0,1000,1000,1045.6373645801336,1996,2000000,2000,258.9202087437734,28.4014836801216,190.92285345075652,478.2445458746515,9718.363437022083,19
-3.5046942,17.096418,0.05,-181.45044,10.0,19.489538,3.204307,6.4808846,140.68677,-133.1294,8.791726,-95.361984,-147.21835,-140.28452,8.804976,-109.57532,-153.6065,-144.12001,8.846492,-112.18349,-158.62083,0.3487913,0.9208308,2.9606576,-3.064292,0.005542274,0.39827505,1.0012279,-1.3512726,-0.38955018,0.16620278,-0.16358846,-1.2114153,1.0328658674318507,0.28321487769601,3.3170883739160244,-0.021827878317412775,1032.8658674318506,38.66364028456796,1110.2584006469483,1012.1513232667485,0.22069117,0.45471385,0.9800925,-0.9782306,1000.0,0.0,1000,1000,100,1.0738121084132448,0.3115775879425042,4.6638108773266325,-1.3955722184025405,1073.812108413245,64.45214429125643,1343.5374818609994,859.2268665172273,0.033207975,0.5771832,1.0,-0.99999106,1000.0,0.0,1000,1000,1032.8658674318506,2096,2100000,2100,258.77647285023704,28.60349864885211,194.96183218248188,482.34180368157104,10199.897920884658,20
-4.496219,9.753036,0.049999785,-77.81379,10.0,15686.135,15738.862,119.21576,1257.4565,-1258.184,1627.4696,-52.19682,-4555.064,-1256.7275,1625.8312,-49.23439,-4566.901,-1267.1824,1633.3036,-57.802757,-4678.8345,3.0962336,3.1294265,30.049513,-3.482407,0.32028913,1.2134355,9.5879,-2.2498925,-0.7002449,0.3002342,-0.014316946,-2.5052319,1.2184580171400454,0.4154794220256757,2.7734595635451558,-0.18777412984505604,1218.458017140045,0.4256114254613788,1219.1912992765413,1217.7174031147001,0.15589692,0.53578836,0.9999678,-0.960473,1000.0,0.0,1000,1000,100,1.1719203807596879,0.4444075581864634,3.9227744551981676,-1.0477997253387057,1171.9203807596878,67.83375229148591,1375.7184918062621,831.4885820125227,0.08382709,0.69418234,1.0,-1.0,1000.0,0.0,1000,1000,1218.458017140045,2196,2200000,2200,253.5645584249869,27.796385110821575,198.96527749067172,480.3262210264802,10681.636415341403,21
0.007518437,0.06945878,0.049999993,-0.74767405,10.0,5622.474,6929.0425,244.20518,3370.2856,-3368.2432,1114.6875,-151.2918,-5162.91,-3365.095,1112.4945,-144.27528,-5169.2188,-3383.066,1119.4781,-158.13379,-5219.5054,2.8595653,1.9490646,12.4311495,-5.329461,0.32935968,0.8263479,3.6121469,-2.156278,-1.0455338,0.47943693,0.6576979,-2.8174553,1.005066897169237,0.03357852323784226,1.383160365623348,0.9649599575857846,1005.0668971692369,0.7036080962283832,1006.2721327057419,1003.7334392276383,0.31111175,0.23197518,0.72581017,-0.3303288,1000.0,0.0,1000,1000,100,1.0081600704721445,0.13656461685734847,2.8025684342369983,-0.1736721056153169,1008.1600704721444,27.789877934089844,1213.6782340238829,996.5704990043823,0.308278,0.51134473,0.99999934,-0.9974067,1000.0,0.0,1000,1000,1005.0668971692369,2296,2300000,2300,250.95777881424874,29.201765539124608,193.18529352266341,473.34483787603676,11158.16252032388,22
0.0038601493,0.07316664,0.05,-0.8510235,10.0,3.743169,7.8985457,11.582279,182.6856,-180.46184,5.06385,-169.32271,-199.2189,-181.98462,5.014948,-170.80302,-202.71666,-177.99026,5.39153,-166.05206,-199.04768,0.6297673,0.96798646,3.5840418,-3.2374852,0.3486096,0.32622522,1.4048004,-1.0888039,-0.48738936,0.20014217,-0.22701989,-1.3662173,1.0071528550525963,0.05364716546880501,1.4675044860366224,0.834240463481131,1007.1528550525967,0.5639395382455257,1007.9606949176467,1006.1281801871786,0.30614924,0.24269219,0.8135041,-0.369282,1000.0,0.0,1000,1000,100,1.0050200406954992,0.13085735521368078,1.6263963462587765,0.5677684704569207,1005.020040695499,1.702818406212893,1010.0698400216409,1001.3734304685065,0.25601143,0.5141727,0.99924815,-0.9984434,1000.0,0.0,1000,1000,1007.1528550525967,2396,2400000,2400,258.4482440412976,32.39242281904444,195.3550317650661,486.1956986254081,11646.046054105274,23
-0.007579182,0.09673748,0.05,-1.0722003,10.0,10.706219,1.8036973,12.0171995,168.03369,-167.54057,3.1945558,-158.54118,-178.16977,-164.3421,3.2099152,-155.16527,-175.59221,-163.20212,3.4853296,-153.4427,-174.36584,0.6090058,0.8682037,3.1375217,-4.1032248,0.35523486,0.3295531,1.1421582,-0.88541645,-0.46885738,0.14636058,-0.19529939,-1.3053464,1.0069039400684523,0.04996885447848672,1.4581130190496592,0.8738868724813695,1006.9039400684527,0.5594165903493448,1007.9377793250932,1006.0257933978052,0.278153,0.22635046,0.75081277,-0.47801155,1000.0,0.0,1000,1000,100,1.006546063370491,0.1619317370434808,1.6845342945429118,0.42476510281530117,1006.5460633704912,2.8962690523699517,1013.9857847355253,996.6618695931437,0.22053394,0.5173752,0.99870944,-0.9984784,1000.0,0.0,1000,1000,1006.9039400684527,2496,2500000,2500,257.62191402958706,34.123633962124586,202.72793010435998,494.47347809607163,12134.636900040321,24
-0.014391265,0.1059989,0.04999997,-1.1718161,10.0,2.860391,2.0563056,4.4947014,150.34476,-149.81503,2.8313947,-136.15689,-162.34451,-149.29666,2.9156935,-136.56497,-161.08664,-147.50774,3.2540176,-136.37073,-162.57266,0.5137114,0.99588406,4.1666193,-3.7474208,0.2844924,0.36015892,1.2086498,-1.2710495,-0.454731,0.19836591,-0.13561788,-1.442611,1.0088821774907986,0.040428876932226285,1.457288124210939,0.9951036793697948,1008.8821774907989,0.6147253267559326,1009.9970975661848,1007.6197619265645,0.228557,0.18751054,0.6808926,-0.24770498,1000.0,0.0,1000,1000,100,1.0076021125217764,0.1557463365472195,1.612984251674385,0.3383634096022775,1007.6021125217765,2.891397219816567,1013.763371344097,1000.1807745842523,0.18781054,0.5215053,0.9987008,-0.99723685,1000.0,0.0,1000,1000,1008.8821774907989,2596,2600000,2600,255.48518046084791,28.20583431608975,200.504385557957,484.19540033489466,12617.620469336398,25
